Portfolio Return,Portfolio Risk,Sharpe Ratio,Weights,Fund Distribution
0.31914441624838485,0.34904747921687584,0.9143295260702595,[0.         0.77046498 0.         0.         0.         0.22953502],[    0. 38523.     0.     0.     0. 11476.]
0.30662474378956134,0.32307993197749774,0.9490677490018709,[0.         0.26816399 0.         0.         0.27371063 0.45812538],[    0. 13408.     0.     0. 13685. 22906.]
0.30226699115447264,0.3211762479010977,0.9411249839606821,[0.         0.19327156 0.         0.         0.35596872 0.45075973],[    0.  9663.     0.     0. 17798. 22537.]
0.30711492108527766,0.31545048703872747,0.9735756757527958,[0.         0.38528051 0.         0.         0.25030592 0.36441357],[    0. 19264.     0.     0. 12515. 18220.]
0.30330106802535545,0.3593194202595481,0.8440987347866453,[0.         0.         0.         0.         0.36392752 0.63607248],[    0.     0.     0.     0. 18196. 31803.]
0.30169291761192885,0.32092732378762895,0.9400661621806053,[0.         0.58779988 0.         0.         0.31415202 0.0980481 ],[    0. 29389.     0.     0. 15707.  4902.]
0.3125666636326168,0.3246282343535788,0.9628449732815761,[0.         0.44565212 0.         0.         0.15173601 0.40261187],[    0. 22282.     0.     0.  7586. 20130.]
0.3096286326102852,0.3496228118831577,0.8856076379643147,[0.         0.79280177 0.         0.         0.15542107 0.05177716],[    0. 39640.     0.     0.  7771.  2588.]
0.300658110832534,0.3505613524139555,0.8576476236248258,[0.         0.         0.         0.         0.40790264 0.59209736],[    0.     0.     0.     0. 20395. 29604.]
0.29157880399243075,0.3048260321512736,0.9565416770170445,[0.         0.3518676  0.         0.         0.51315568 0.13497672],[    0. 17593.     0.     0. 25657.  6748.]
0.28255926361905626,0.315190807618933,0.8964705086217857,[0.       0.334512 0.       0.       0.665488 0.      ],[    0. 16725.     0.     0. 33274.     0.]
0.3158698932372539,0.3380616385655113,0.934355919759417,[0.         0.38194415 0.         0.         0.10506979 0.51298606],[    0. 19097.     0.     0.  5253. 25649.]
0.3231028137580993,0.383374098000411,0.8427872812569432,[0.         0.26461964 0.         0.         0.         0.73538036],[    0. 13230.     0.     0.     0. 36769.]
0.29709938981087625,0.3082025551899771,0.9639744538384608,[0.         0.22760446 0.         0.         0.43748018 0.33491537],[    0. 11380.     0.     0. 21874. 16745.]
0.3203846956334744,0.34105859020335527,0.939383158308506,[0.         0.61196914 0.         0.         0.         0.38803086],[    0. 30598.     0.     0.     0. 19401.]
0.3213677138024186,0.3473218466840334,0.9252735377016872,[0.         0.48634882 0.         0.         0.         0.51365118],[    0. 24317.     0.     0.     0. 25682.]
0.3019822192411493,0.311532676997896,0.9693436404528082,[0.         0.49321134 0.         0.         0.32165408 0.18513458],[    0. 24660.     0.     0. 16082.  9256.]
0.3055264215509449,0.32405491679294063,0.9428229775824238,[0.         0.62102442 0.         0.         0.24604194 0.13293363],[    0. 31051.     0.     0. 12302.  6646.]
0.2870664536348509,0.3164265863339713,0.9072134454968573,[0.         0.42073131 0.         0.         0.57926869 0.        ],[    0. 21036.     0.     0. 28963.     0.]
0.3169453868246324,0.345700149574033,0.9168216652933712,[0.         0.34526288 0.         0.         0.09195107 0.56278606],[    0. 17263.     0.     0.  4597. 28139.]
0.2919376503460685,0.304645856652598,0.9582853138192479,[0.         0.35219836 0.         0.         0.50714191 0.14065972],[    0. 17609.     0.     0. 25357.  7032.]
0.2955986406552569,0.3096935003411247,0.9544877123015418,[0.         0.45486438 0.         0.         0.43286079 0.11227483],[    0. 22743.     0.     0. 21643.  5613.]
0.2866735311295304,0.3084317168954497,0.9294554205224792,[0.         0.10934013 0.         0.         0.62635021 0.26430966],[    0.  5467.     0.     0. 31317. 13215.]
0.2821616220510813,0.3152169950940108,0.8951345468125188,[0.        0.3269054 0.        0.        0.6730946 0.       ],[    0. 16345.     0.     0. 33654.     0.]
0.3058381619642797,0.313247474822929,0.9763467754597621,[0.         0.47988153 0.         0.         0.25923215 0.26088633],[    0. 23994.     0.     0. 12961. 13044.]
0.3107559142580305,0.35369340903760205,0.8786025023864475,[0.         0.15312879 0.         0.         0.21995155 0.62691966],[    0.  7656.     0.     0. 10997. 31345.]
0.3066323976891495,0.3136562821088245,0.9776064283729601,[0.         0.42475421 0.         0.         0.25319487 0.32205092],[    0. 21237.     0.     0. 12659. 16102.]
0.30944916785797244,0.3246813265385413,0.9530858185071486,[0.         0.32530871 0.         0.         0.21927577 0.45541551],[    0. 16265.     0.     0. 10963. 22770.]
0.29417016837974486,0.3095523995513724,0.9503081507559925,[0.         0.44243642 0.         0.         0.45824673 0.09931686],[    0. 22121.     0.     0. 22912.  4965.]
0.31689883098007654,0.3358447299433501,0.9435873268981493,[0.         0.65526004 0.         0.         0.05236335 0.29237661],[    0. 32763.     0.     0.  2618. 14618.]
0.31760569918030224,0.361266481854117,0.8791452158812634,[0.         0.25690758 0.         0.         0.09246845 0.65062397],[    0. 12845.     0.     0.  4623. 32531.]
0.29569307379961274,0.31093177277010525,0.9509902161662983,[0.         0.46876448 0.         0.         0.42947973 0.10175579],[    0. 23438.     0.     0. 21473.  5087.]
0.30725304740544485,0.3145498583236502,0.9768023709910643,[0.         0.43185853 0.         0.         0.24194313 0.32619834],[    0. 21592.     0.     0. 12097. 16309.]
0.3169398918752362,0.3400787109091412,0.9319604012493242,[0.         0.39687996 0.         0.         0.08532183 0.51779821],[    0. 19843.     0.     0.  4266. 25889.]
0.29855380331404346,0.30549807107885846,0.9772690290963492,[0.         0.38517383 0.         0.         0.39276487 0.2220613 ],[    0. 19258.     0.     0. 19638. 11103.]
0.30802082634014877,0.3210986935603503,0.9592715028666301,[0.         0.32499054 0.         0.         0.24308281 0.43192665],[    0. 16249.     0.     0. 12154. 21596.]
0.3113203634674974,0.32126020694277446,0.9690598360442206,[0.         0.50693801 0.         0.         0.16449314 0.32856885],[    0. 25346.     0.     0.  8224. 16428.]
0.30109985772787506,0.3375572819078464,0.8919963332625594,[0.         0.68918025 0.         0.         0.31081975 0.        ],[    0. 34459.     0.     0. 15540.     0.]
0.31567375824219446,0.329981427595271,0.9566409859568666,[0.         0.55711802 0.         0.         0.08552517 0.35735681],[    0. 27855.     0.     0.  4276. 17867.]
0.31791007774966473,0.33937740923707493,0.9367449603211095,[0.         0.44212195 0.         0.         0.06328868 0.49458937],[    0. 22106.     0.     0.  3164. 24729.]
0.29503051299487304,0.3095057110677907,0.9532312407968874,[0.         0.17828704 0.         0.         0.47832464 0.34338832],[    0.  8914.     0.     0. 23916. 17169.]
0.27152907035366924,0.3225450030549594,0.8418331326850615,[0.         0.06261734 0.         0.         0.88441634 0.05296632],[    0.  3130.     0.     0. 44220.  2648.]
0.30369098242219994,0.32252888178317396,0.9415931396381483,[0.         0.20984657 0.         0.         0.33011738 0.46003604],[    0. 10492.     0.     0. 16505. 23001.]
0.2919354338100407,0.32088512582883255,0.9097817577426937,[0.        0.5138714 0.        0.        0.4861286 0.       ],[    0. 25693.     0.     0. 24306.     0.]
0.31302735326874126,0.37315434762796695,0.8388683000977064,[0.         0.91734467 0.         0.         0.08265533 0.        ],[    0. 45867.     0.     0.  4132.     0.]
0.2864090995070363,0.31607146780041034,0.9061529707195686,[0.        0.4081566 0.        0.        0.5918434 0.       ],[    0. 20407.     0.     0. 29592.     0.]
0.3031481823096038,0.3119301931955536,0.9718462300940383,[0.         0.31095289 0.         0.         0.32598455 0.36306256],[    0. 15547.     0.     0. 16299. 18153.]
0.29499815236151306,0.3061597776665218,0.9635431362340278,[0.         0.22226271 0.         0.         0.47313735 0.30459994],[    0. 11113.     0.     0. 23656. 15229.]
0.32039529835879155,0.3410667270216255,0.9393918344268063,[0.         0.61061421 0.         0.         0.         0.38938579],[    0. 30530.     0.     0.     0. 19469.]
0.29551868624842226,0.31349039584897337,0.9426722163150123,[0.         0.1459124  0.         0.         0.47441737 0.37967023],[    0.  7295.     0.     0. 23720. 18983.]
0.3217318565549148,0.35238916699078066,0.9130015525231288,[0.         0.43981486 0.         0.         0.         0.56018514],[    0. 21990.     0.     0.     0. 28009.]
0.30220632138788495,0.31408264823581067,0.9621872557601174,[0.         0.52559099 0.         0.         0.31370943 0.16069958],[    0. 26279.     0.     0. 15685.  8034.]
0.3090523621621917,0.32696573389355954,0.9452133056328178,[0.         0.29196287 0.         0.         0.23021977 0.47781736],[    0. 14598.     0.     0. 11510. 23890.]
0.3150839835655942,0.3304735021551901,0.9534319136353359,[0.         0.6098065  0.         0.         0.08847804 0.30171546],[    0. 30490.     0.     0.  4423. 15085.]
0.2937844312906219,0.32340381786281525,0.9084136150032786,[0.        0.5492414 0.        0.        0.4507586 0.       ],[    0. 27462.     0.     0. 22537.     0.]
0.309001223682976,0.3200238497338509,0.9655568606525985,[0.         0.37205659 0.         0.         0.22064226 0.40730115],[    0. 18602.     0.     0. 11032. 20365.]
0.2741412424601649,0.31828624399584937,0.8613040859652731,[0.         0.05097651 0.         0.         0.8424691  0.10655439],[    0.  2548.     0.     0. 42123.  5327.]
0.29755314661773935,0.30648012731072205,0.9708725626965948,[0.         0.26444367 0.         0.         0.42513375 0.31042258],[    0. 13222.     0.     0. 21256. 15521.]
0.312409442376299,0.33194107351035385,0.9411593421461727,[0.         0.67027096 0.         0.         0.12510606 0.20462298],[    0. 33513.     0.     0.  6255. 10231.]
0.30475465724426154,0.31367545405898906,0.9715604243198134,[0.         0.3306187  0.         0.         0.29669451 0.37268679],[    0. 16530.     0.     0. 14834. 18634.]
0.321812742228375,0.3537070675041027,0.9098284195993406,[0.         0.42947844 0.         0.         0.         0.57052156],[    0. 21473.     0.     0.     0. 28526.]
0.31081989753368416,0.3385651674135631,0.918050430019614,[0.         0.24341077 0.         0.         0.20713204 0.54945719],[    0. 12170.     0.     0. 10356. 27472.]
0.2860305749284805,0.31589396574820966,0.9054638769404907,[0.         0.40091569 0.         0.         0.59908431 0.        ],[    0. 20045.     0.     0. 29954.     0.]
0.3171238835053257,0.333108826306276,0.9520128512408346,[0.         0.55918595 0.         0.         0.06112786 0.37968619],[    0. 27959.     0.     0.  3056. 18984.]
0.3162095068819349,0.3829767275625031,0.825662459686479,[0.         0.11933254 0.         0.         0.13361173 0.74705573],[    0.  5966.     0.     0.  6680. 37352.]
0.3224847175115472,0.36721797836476394,0.8781833584172113,[0.         0.34360643 0.         0.         0.         0.65639357],[    0. 17180.     0.     0.     0. 32819.]
0.2958140252433874,0.31983311203491754,0.9249011878766703,[0.        0.1003106 0.        0.        0.4754408 0.4242486],[    0.  5015.     0.     0. 23772. 21212.]
0.3140865362901631,0.3673418705275383,0.8550251454839727,[0.         0.14979258 0.         0.         0.16496903 0.68523839],[    0.  7489.     0.     0.  8248. 34261.]
0.31156197546707387,0.3221079687596522,0.9672594461627634,[0.         0.45503502 0.         0.         0.16723094 0.37773404],[    0. 22751.     0.     0.  8361. 18886.]
0.30905736625153757,0.3380969221890684,0.914108783512405,[0.         0.72470562 0.         0.         0.17379242 0.10150196],[    0. 36235.     0.     0.  8689.  5075.]
0.2983902611475364,0.3179035093799529,0.9386189593487798,[0.         0.54809057 0.         0.         0.37427386 0.07763557],[    0. 27404.     0.     0. 18713.  3881.]
0.29956556330675005,0.3084613708708272,0.97116070793901,[0.         0.45151156 0.         0.         0.36729327 0.18119516],[    0. 22575.     0.     0. 18364.  9059.]
0.31530227816928535,0.32932029786586403,0.9574334780230025,[0.         0.5068953  0.         0.         0.09824519 0.39485951],[    0. 25344.     0.     0.  4912. 19742.]
0.30316265263991193,0.31120464983009316,0.974158492829166,[0.         0.48012237 0.         0.         0.30371753 0.2161601 ],[    0. 24006.     0.     0. 15185. 10808.]
0.319611392280755,0.34398257332511517,0.9291499542875804,[0.         0.71078991 0.         0.         0.         0.28921009],[    0. 35539.     0.     0.     0. 14460.]
0.32227703868492474,0.362568216335394,0.8888728359653074,[0.        0.3701458 0.        0.        0.        0.6298542],[    0. 18507.     0.     0.     0. 31492.]
0.31320678162761967,0.3249056910297631,0.9639929070953955,[0.         0.53309148 0.         0.         0.12970053 0.33720799],[    0. 26654.     0.     0.  6485. 16860.]
0.3086932799235869,0.33087542863516445,0.9329592142786873,[0.         0.25091262 0.         0.         0.24153924 0.50754814],[    0. 12545.     0.     0. 12076. 25377.]
0.31565210061709936,0.3671710679259984,0.8596867460175744,[0.         0.18223331 0.         0.         0.13469637 0.68307032],[    0.  9111.     0.     0.  6734. 34153.]
0.3095107718678404,0.32729439310998576,0.9456647543724671,[0.         0.30071545 0.         0.         0.22145287 0.47783168],[    0. 15035.     0.     0. 11072. 23891.]
0.31514688110371314,0.3295340222474304,0.9563409536727147,[0.         0.58343343 0.         0.         0.09086535 0.32570123],[    0. 29171.     0.     0.  4543. 16285.]
0.3069334404673182,0.31481498942651537,0.974964505427284,[0.         0.39373387 0.         0.         0.25222486 0.35404127],[    0. 19686.     0.     0. 12611. 17702.]
0.2843306755437891,0.3072708304384063,0.9253422302992875,[0.         0.26711441 0.         0.         0.64478949 0.0880961 ],[    0. 13355.     0.     0. 32239.  4404.]
0.3198603607357631,0.40748678369101443,0.7849588588824125,[0.         0.08708572 0.         0.         0.07706522 0.83584906],[    0.  4354.     0.     0.  3853. 41792.]
0.3171138590610932,0.3449848063869792,0.9192110875322944,[0.         0.35610412 0.         0.         0.08773637 0.55615951],[    0. 17805.     0.     0.  4386. 27807.]
0.304088163828752,0.3103483572861394,0.9798284949463562,[0.         0.42845552 0.         0.         0.29504546 0.27649903],[    0. 21422.     0.     0. 14752. 13824.]
0.3223926697087796,0.36510651523831467,0.8830099060224806,[0.         0.35536926 0.         0.         0.         0.64463074],[    0. 17768.     0.     0.     0. 32231.]
0.2951008084875467,0.3059343539263014,0.9645886599536172,[0.         0.22773008 0.         0.         0.47071743 0.30155249],[    0. 11386.     0.     0. 23535. 15077.]
0.2938585203466141,0.312374430823288,0.9407252686211425,[0.         0.46774984 0.         0.         0.46013625 0.0721139 ],[    0. 23387.     0.     0. 23006.  3605.]
0.3180454845649733,0.34193555559899186,0.9301328257830084,[0.         0.41593438 0.         0.         0.06444538 0.51962024],[    0. 20796.     0.     0.  3222. 25981.]
0.31413077767923314,0.337198757001577,0.931589370235324,[0.         0.33692885 0.         0.         0.13986735 0.5232038 ],[    0. 16846.     0.     0.  6993. 26160.]
0.31557941906550746,0.3360860848342948,0.9389838892648649,[0.         0.68218567 0.         0.         0.07081075 0.24700358],[    0. 34109.     0.     0.  3540. 12350.]
0.31936361877402986,0.4280563011186494,0.7460785367238598,[0.         0.         0.         0.         0.09666907 0.90333093],[    0.     0.     0.     0.  4833. 45166.]
0.31473749518908045,0.3320627889861074,0.9478252475987251,[0.         0.64470184 0.         0.         0.08969967 0.26559849],[    0. 32235.     0.     0.  4484. 13279.]
0.3088676613685064,0.3190736210933093,0.9680137778553048,[0.         0.38372318 0.         0.         0.22134553 0.39493128],[    0. 19186.     0.     0. 11067. 19746.]
0.3146370372015379,0.39035537656272723,0.8060271642011777,[0.         0.05886425 0.         0.         0.16764854 0.77348721],[    0.  2943.     0.     0.  8382. 38674.]
0.3008013108687969,0.30693935150044555,0.9800024317454137,[0.         0.3614348  0.         0.         0.35846036 0.28010484],[    0. 18071.     0.     0. 17923. 14005.]
0.28676331993478543,0.3053970403106648,0.9389852620807189,[0.         0.2848654  0.         0.         0.60200246 0.11313214],[    0. 14243.     0.     0. 30100.  5656.]
0.31185266361467107,0.33984289527209915,0.9176377318848541,[0.         0.25815755 0.         0.         0.18802819 0.55381426],[    0. 12907.     0.     0.  9401. 27690.]
0.30741669121439535,0.33392452019073765,0.9206173030923245,[0.         0.69531088 0.         0.         0.20491823 0.09977089],[    0. 34765.     0.     0. 10245.  4988.]
0.2831925596569772,0.31035091948434457,0.9124914471898726,[0.         0.07670143 0.         0.         0.68851836 0.23478021],[    0.  3835.     0.     0. 34425. 11739.]
0.3035861077024754,0.3484637067049023,0.8712129896487854,[0.         0.05394831 0.         0.         0.35216066 0.59389103],[    0.  2697.     0.     0. 17608. 29694.]
0.2965744260075639,0.30407054396374633,0.9753474379383615,[0.         0.31632072 0.         0.         0.43466378 0.24901549],[    0. 15816.     0.     0. 21733. 12450.]
0.29019779609093416,0.31398237733533063,0.9242486745713288,[0.         0.07889237 0.         0.         0.57167573 0.3494319 ],[    0.  3944.     0.     0. 28583. 17471.]
0.29506738130974963,0.3065775259914053,0.9624560063741321,[0.         0.21672512 0.         0.         0.47270648 0.3105684 ],[    0. 10836.     0.     0. 23635. 15528.]
0.2893530306975649,0.31081957252385034,0.9309356819071031,[0.         0.40295185 0.         0.         0.54353816 0.05350999],[    0. 20147.     0.     0. 27176.  2675.]
0.31102100090381196,0.3725724035219256,0.8347934467602312,[0.         0.06891345 0.         0.         0.22650591 0.70458064],[    0.  3445.     0.     0. 11325. 35229.]
0.3018898630158759,0.3184010788834012,0.9481433419590525,[0.         0.20903934 0.         0.         0.3601906  0.43077005],[    0. 10451.     0.     0. 18009. 21538.]
0.301652136174382,0.3354946824047121,0.8991264302976185,[0.         0.09013913 0.         0.         0.37962713 0.53023375],[    0.  4506.     0.     0. 18981. 26511.]
0.29793816664386463,0.30550491335471264,0.9752319966714824,[0.         0.39305131 0.         0.         0.40198254 0.20496614],[    0. 19652.     0.     0. 20099. 10248.]
0.31734823319950106,0.3892071747929814,0.8153709740019516,[0. 1. 0. 0. 0. 0.],[    0. 50000.     0.     0.     0.     0.]
0.3026435379176981,0.30914660135165173,0.9789644673254666,[0.         0.35770851 0.         0.         0.32829344 0.31399805],[    0. 17885.     0.     0. 16414. 15699.]
0.29612035032019673,0.3063216106409557,0.9666975493520892,[0.         0.23875511 0.         0.         0.45231819 0.3089267 ],[    0. 11937.     0.     0. 22615. 15446.]
0.2958683261389319,0.32676856263202736,0.905436936025293,[0.         0.58910481 0.         0.         0.41089519 0.        ],[    0. 29455.     0.     0. 20544.     0.]
0.30370011734597774,0.3098328539830573,0.9802063062123976,[0.         0.41658386 0.         0.         0.30304773 0.28036841],[    0. 20829.     0.     0. 15152. 14018.]
0.3025461141630936,0.3379182284693605,0.8953234500947495,[0.         0.09111572 0.         0.         0.36462542 0.54425886],[    0.  4555.     0.     0. 18231. 27212.]
0.3044915406902464,0.32674901614532414,0.9318820429280847,[0.         0.19367999 0.         0.         0.31890214 0.48741788],[    0.  9683.     0.     0. 15945. 24370.]
0.31021359895800416,0.3319887559954565,0.9344099562283056,[0.         0.27779481 0.         0.         0.21274312 0.50946206],[    0. 13889.     0.     0. 10637. 25473.]
0.3033653886254371,0.3119611445009908,0.9724460689189247,[0.         0.49213018 0.         0.         0.29878084 0.20908898],[    0. 24606.     0.     0. 14939. 10454.]
0.298731906333941,0.33227098051098874,0.899061079226753,[0.         0.64388304 0.         0.         0.35611696 0.        ],[    0. 32194.     0.     0. 17805.     0.]
0.29825549385786215,0.3053322718122885,0.9768226990470991,[0.        0.3831395 0.        0.        0.3979932 0.2188673],[    0. 19156.     0.     0. 19899. 10943.]
0.305157949747655,0.31290956673651715,0.9752272930811688,[0.         0.48759009 0.         0.         0.26954626 0.24286365],[    0. 24379.     0.     0. 13477. 12143.]
0.3000560080184238,0.30992678741540586,0.9681512544323834,[0.         0.26299661 0.         0.         0.38367803 0.35332536],[    0. 13149.     0.     0. 19183. 17666.]
0.3061821736873365,0.3281440113786832,0.9330725628693483,[0.         0.21720891 0.         0.         0.28770884 0.49508224],[    0. 10860.     0.     0. 14385. 24754.]
0.30700738275752315,0.3141174603242888,0.9773649081479733,[0.         0.44262984 0.         0.         0.2446282  0.31274197],[    0. 22131.     0.     0. 12231. 15637.]
0.29847956885140803,0.31114349919058887,0.9592987468093503,[0.         0.48621179 0.         0.         0.38084466 0.13294355],[    0. 24310.     0.     0. 19042.  6647.]
0.3008380176012383,0.32229256068241346,0.9334314666284946,[0.         0.1594687  0.         0.         0.38414605 0.45638524],[    0.  7973.     0.     0. 19207. 22819.]
0.315836517190981,0.3410131618112207,0.9261710472214058,[0.         0.35271271 0.         0.         0.10943113 0.53785617],[    0. 17635.     0.     0.  5471. 26892.]
0.30088412824151156,0.3297713696046807,0.9124022155173804,[0.         0.11103129 0.         0.         0.3896855  0.49928321],[    0.  5551.     0.     0. 19484. 24964.]
0.3135166788458844,0.3376960759297247,0.9283989397351715,[0.         0.71495995 0.         0.         0.10086459 0.18417547],[    0. 35747.     0.     0.  5043.  9208.]
0.300478737312884,0.30668815234797386,0.9797533260168311,[0.         0.35539112 0.         0.         0.36461443 0.27999445],[    0. 17769.     0.     0. 18230. 13999.]
0.3121442400906558,0.32646434277442843,0.956135783277051,[0.         0.60938464 0.         0.         0.1374462  0.25316916],[    0. 30469.     0.     0.  6872. 12658.]
0.30584642057448314,0.3148859785647252,0.9712925992086243,[0.         0.34596797 0.         0.         0.27653058 0.37750145],[    0. 17298.     0.     0. 13826. 18875.]
0.31350311325438396,0.3320358162824996,0.944184626720065,[0.         0.3687501  0.         0.         0.14616761 0.48508229],[    0. 18437.     0.     0.  7308. 24254.]
0.316455382352936,0.33558724585038036,0.942989896862844,[0.         0.43340797 0.         0.         0.08862736 0.47796466],[    0. 21670.     0.     0.  4431. 23898.]
0.287905144031033,0.3037871097757249,0.9477200801692444,[0.         0.21343088 0.         0.         0.59230504 0.19426408],[    0. 10671.     0.     0. 29615.  9713.]
0.29731486852263955,0.3069083257962796,0.9687416193459412,[0.         0.42529815 0.         0.         0.40815474 0.16654711],[    0. 21264.     0.     0. 20407.  8327.]
0.32290753096001007,0.3779105818734122,0.8544548537362038,[0.         0.28957491 0.         0.         0.         0.71042509],[    0. 14478.     0.     0.     0. 35521.]
0.30314538313481887,0.32011869181747443,0.9469780768305357,[0.         0.21884468 0.         0.         0.33802382 0.4431315 ],[    0. 10942.     0.     0. 16901. 22156.]
0.298074095945602,0.3308099493808321,0.9010433226192234,[0.         0.06279012 0.         0.         0.44272163 0.49448825],[    0.  3139.     0.     0. 22136. 24724.]
0.29974040677779096,0.31110117782307956,0.9634820699658381,[0.         0.4890693  0.         0.         0.35949402 0.15143668],[    0. 24453.     0.     0. 17974.  7571.]
0.31755710727318454,0.33453757854488503,0.9492419615591191,[0.         0.52149365 0.         0.         0.05882724 0.41967911],[    0. 26074.     0.     0.  2941. 20983.]
0.2933145605013228,0.3030128445902186,0.9679938185392394,[0.         0.28640374 0.         0.         0.49279866 0.2207976 ],[    0. 14320.     0.     0. 24639. 11039.]
0.2946801868223661,0.3089005790309238,0.953964501286564,[0.         0.43919109 0.         0.         0.45018328 0.11062563],[    0. 21959.     0.     0. 22509.  5531.]
0.29740495013928886,0.3158070491345077,0.9417299295704414,[0.         0.52501407 0.         0.         0.39367267 0.08131326],[    0. 26250.     0.     0. 19683.  4065.]
0.30372700258546315,0.30993451430014035,0.979971537765988,[0.         0.39157074 0.         0.         0.30585716 0.3025721 ],[    0. 19578.     0.     0. 15292. 15128.]
0.31656059901378475,0.37549074894649903,0.8430583174204624,[0.         0.16032809 0.         0.         0.12243233 0.71723958],[    0.  8016.     0.     0.  6121. 35861.]
0.31813780881900494,0.3767330602084047,0.8444648012654226,[0.         0.18696693 0.         0.         0.09272132 0.72031175],[    0.  9348.     0.     0.  4636. 36015.]
0.30757524680267034,0.31769335179678587,0.9681513480313947,[0.         0.35850533 0.         0.         0.24613293 0.39536174],[    0. 17925.     0.     0. 12306. 19768.]
0.3021267070266323,0.30815338176456214,0.98044261366395,[0.         0.40205816 0.         0.         0.33111836 0.26682348],[    0. 20102.     0.     0. 16555. 13341.]
0.2937863856498409,0.3070811476535688,0.9567060299685791,[0.         0.40920045 0.         0.         0.46895974 0.12183982],[    0. 20460.     0.     0. 23447.  6091.]
0.31062121008275545,0.3229654761499674,0.9617783726781993,[0.        0.386112  0.        0.        0.1918579 0.4220301],[    0. 19305.     0.     0.  9592. 21101.]
0.2926128081885941,0.3104190147474794,0.9426381577385962,[0.         0.43706101 0.         0.         0.48485892 0.07808007],[    0. 21853.     0.     0. 24242.  3904.]
0.3056447698976051,0.3252938886320315,0.9395957949992314,[0.         0.22771093 0.         0.         0.29528311 0.47700596],[    0. 11385.     0.     0. 14764. 23850.]
0.2946055400463943,0.303558250719626,0.9705074375280259,[0.         0.33828843 0.         0.         0.46456306 0.19714852],[    0. 16914.     0.     0. 23228.  9857.]
0.30502255577742526,0.31338417556411846,0.9733183088404462,[0.         0.34505354 0.         0.         0.29035761 0.36458885],[    0. 17252.     0.     0. 14517. 18229.]
0.3108220499370514,0.3491739703053127,0.8901638620578535,[0.         0.17867681 0.         0.         0.21552474 0.60579845],[    0.  8933.     0.     0. 10776. 30289.]
0.3045648287853156,0.32733043261127714,0.9304506958172235,[0.         0.19096014 0.         0.         0.31803686 0.491003  ],[    0.  9548.     0.     0. 15901. 24550.]
0.31511354428481664,0.3286892077721487,0.9586975685044612,[0.         0.53946876 0.         0.         0.09714432 0.36338692],[    0. 26973.     0.     0.  4857. 18169.]
0.30349985847532035,0.31561837982521646,0.9616038794806339,[0.         0.27023591 0.         0.         0.32543459 0.4043295 ],[    0. 13511.     0.     0. 16271. 20216.]
0.2916374560747897,0.32052105705710293,0.9098854806997363,[0.        0.5081713 0.        0.        0.4918287 0.       ],[    0. 25408.     0.     0. 24591.     0.]
0.3066712821736154,0.32534673415566207,0.9425983112124574,[0.         0.24946881 0.         0.         0.27537045 0.47516074],[    0. 12473.     0.     0. 13768. 23758.]
0.3028958815535467,0.3133988015343849,0.9664870448469605,[0.         0.28265358 0.         0.         0.33386712 0.3834793 ],[    0. 14132.     0.     0. 16693. 19173.]
0.3126981448235403,0.32940252054414154,0.9492888649030153,[0.         0.37239057 0.         0.         0.15908716 0.46852227],[    0. 18619.     0.     0.  7954. 23426.]
0.3154537311444904,0.33038899179174586,0.9547949204776482,[0.         0.48011341 0.         0.         0.09921229 0.4206743 ],[    0. 24005.     0.     0.  4960. 21033.]
0.2999826845779002,0.32105379215531626,0.9343689185666978,[0.         0.154155   0.         0.         0.39906946 0.44677554],[    0.  7707.     0.     0. 19953. 22338.]
0.3024429664168676,0.32901319132407253,0.9192426759538838,[0.         0.14140661 0.         0.         0.35979367 0.49879972],[    0.  7070.     0.     0. 17989. 24939.]
0.31479378288974513,0.38005724727422807,0.8282799108488189,[0.         0.10512152 0.         0.         0.15901771 0.73586077],[    0.  5256.     0.     0.  7950. 36793.]
0.3033209152702306,0.3095839380613125,0.9797695486713476,[0.         0.42887498 0.         0.         0.30775679 0.26336823],[    0. 21443.     0.     0. 15387. 13168.]
0.3061279876666507,0.3433200436634242,0.8916694300748867,[0.         0.12240364 0.         0.         0.30095428 0.57664207],[    0.  6120.     0.     0. 15047. 28832.]
0.3209087122322485,0.34302173505218125,0.9355346307237095,[0.         0.54500483 0.         0.         0.         0.45499517],[    0. 27250.     0.     0.     0. 22749.]
0.31174733261945564,0.39251983372481464,0.7942205866672549,[0.         0.         0.         0.         0.22339345 0.77660655],[    0.     0.     0.     0. 11169. 38830.]
0.3057126168207067,0.31512060241816553,0.9701448095577883,[0.         0.52285599 0.         0.         0.25572567 0.22141834],[    0. 26142.     0.     0. 12786. 11070.]
0.3055425664962542,0.35135962418595473,0.869600675388211,[0.         0.07166578 0.         0.         0.31730106 0.61103316],[    0.  3583.     0.     0. 15865. 30551.]
0.31113722925352355,0.322774575203718,0.9639459026695347,[0.         0.56708895 0.         0.         0.15970845 0.2732026 ],[    0. 28354.     0.     0.  7985. 13660.]
0.2857958209229825,0.31949645709646,0.8945195308901255,[0.         0.         0.         0.         0.65519042 0.34480958],[    0.     0.     0.     0. 32759. 17240.]
0.3067140742539062,0.31577287225013223,0.9713122981981481,[0.         0.36115652 0.         0.         0.26011645 0.37872703],[    0. 18057.     0.     0. 13005. 18936.]
0.3143365240350533,0.3822604338044454,0.8223098606011099,[0.         0.08707786 0.         0.         0.16897518 0.74394696],[    0.  4353.     0.     0.  8448. 37197.]
